order_id,order_date,customer_id,customer_name,product,category,region,quantity,unit_price,revenue,discount,profit
940,2025-12-31,CUST0257,Customer 0257,Chair,Furniture,North,4,7000,22680.0,0.19,4690.17
941,2025-01-20,CUST0291,Customer 0291,T-Shirt,Fashion,North,3,1200,3528.0,0.02,655.99
942,2025-03-14,CUST0374,Customer 0374,Oil,Grocery,East,5,1500,6000.0,0.2,1778.44
943,2025-08-27,CUST0265,Customer 0265,Phone,Electronics,West,5,30000,123000.0,0.18,12233.36
944,2025-11-19,CUST0380,Customer 0380,Rice,Grocery,East,1,1000,860.0,0.14,170.82
945,2025-11-10,CUST0028,Customer 0028,Desk,Furniture,West,5,12000,50400.0,0.16,9230.82
946,2025-10-21,CUST0376,Customer 0376,Desk,Furniture,East,4,12000,44640.0,0.07,13173.59
947,2025-05-29,CUST0086,Customer 0086,Laptop,Electronics,East,5,65000,276250.0,0.15,66281.71
948,2025-02-01,CUST0323,Customer 0323,T-Shirt,Fashion,East,5,1200,5820.0,0.03,531.69
949,2025-11-16,CUST0014,Customer 0014,Chair,Furniture,East,4,7000,27440.0,0.02,5247.38
950,2025-05-10,CUST0068,Customer 0068,Coffee,Grocery,North,3,500,1410.0,0.06,192.51
951,2025-11-06,CUST0090,Customer 0090,Coffee,Grocery,South,2,500,870.0,0.13,140.37
952,2025-05-14,CUST0401,Customer 0401,Oil,Grocery,North,2,1500,2700.0,0.1,690.83
953,2025-06-25,CUST0044,Customer 0044,Headphones,Electronics,West,5,3000,12150.0,0.19,1384.04
954,2025-07-31,CUST0395,Customer 0395,Shoes,Fashion,South,2,4000,6960.0,0.13,1668.45
955,2025-04-18,CUST0296,Customer 0296,Oil,Grocery,North,3,1500,4455.0,0.01,615.53
956,2025-01-27,CUST0086,Customer 0086,T-Shirt,Fashion,South,4,1200,4320.0,0.1,798.24
957,2025-07-14,CUST0350,Customer 0350,Oil,Grocery,West,4,1500,5460.0,0.09,611.15
958,2025-01-07,CUST0148,Customer 0148,T-Shirt,Fashion,North,4,1200,4128.0,0.14,1203.67
959,2025-02-19,CUST0470,Customer 0470,Jeans,Fashion,East,3,2500,6075.0,0.19,1063.08
960,2025-06-21,CUST0139,Customer 0139,Chair,Furniture,West,1,7000,6650.0,0.05,1386.65
961,2025-12-12,CUST0384,Customer 0384,Keyboard,Electronics,South,5,2500,10625.0,0.15,2065.39
962,2025-06-10,CUST0281,Customer 0281,Laptop,Electronics,North,1,65000,53950.0,0.17,4457.97
963,2025-09-26,CUST0054,Customer 0054,Rice,Grocery,East,4,1000,3720.0,0.07,891.15
964,2025-04-09,CUST0018,Customer 0018,Laptop,Electronics,South,5,65000,318500.0,0.02,91241.08
965,2025-11-03,CUST0327,Customer 0327,Phone,Electronics,West,1,30000,29400.0,0.02,6263.11
966,2025-12-03,CUST0392,Customer 0392,Rice,Grocery,North,5,1000,4200.0,0.16,506.73
967,2025-12-23,CUST0095,Customer 0095,Chair,Furniture,West,3,7000,19110.0,0.09,5464.7
968,2025-05-22,CUST0394,Customer 0394,Shoes,Fashion,East,3,4000,11400.0,0.05,2870.07
969,2025-02-01,CUST0196,Customer 0196,Shoes,Fashion,East,3,4000,9600.0,0.2,1313.4
970,2025-04-02,CUST0226,Customer 0226,Phone,Electronics,West,4,30000,96000.0,0.2,11918.13
971,2025-04-02,CUST0331,Customer 0331,T-Shirt,Fashion,South,1,1200,1164.0,0.03,289.97
972,2025-11-11,CUST0330,Customer 0330,Phone,Electronics,North,4,30000,103200.0,0.14,10601.03
973,2025-02-06,CUST0293,Customer 0293,Oil,Grocery,West,3,1500,3780.0,0.16,318.0
974,2025-03-18,CUST0335,Customer 0335,Rice,Grocery,East,1,1000,810.0,0.19,183.23
975,2025-03-19,CUST0359,Customer 0359,Desk,Furniture,West,4,12000,42720.0,0.11,8261.38
976,2025-09-02,CUST0224,Customer 0224,Shoes,Fashion,West,1,4000,3560.0,0.11,287.39
977,2025-03-04,CUST0291,Customer 0291,Jeans,Fashion,North,3,2500,6975.0,0.07,1022.69
978,2025-11-20,CUST0491,Customer 0491,Rice,Grocery,East,1,1000,930.0,0.07,248.99
979,2025-02-11,CUST0431,Customer 0431,T-Shirt,Fashion,North,3,1200,3132.0,0.13,372.26
980,2025-07-16,CUST0339,Customer 0339,Keyboard,Electronics,East,3,2500,6450.0,0.14,1788.08
981,2025-09-07,CUST0044,Customer 0044,Rice,Grocery,South,4,1000,3400.0,0.15,376.68
982,2025-01-13,CUST0369,Customer 0369,Coffee,Grocery,East,2,500,900.0,0.1,84.47
983,2025-09-13,CUST0274,Customer 0274,T-Shirt,Fashion,North,1,1200,1188.0,0.01,109.69
984,2025-07-27,CUST0061,Customer 0061,Keyboard,Electronics,South,5,2500,11375.0,0.09,2606.89
985,2025-10-24,CUST0120,Customer 0120,Phone,Electronics,North,1,30000,25500.0,0.15,4782.7
986,2025-08-30,CUST0465,Customer 0465,Coffee,Grocery,North,1,500,475.0,0.05,105.8
987,2025-03-30,CUST0324,Customer 0324,Laptop,Electronics,South,3,65000,163800.0,0.16,16610.02
988,2025-10-30,CUST0033,Customer 0033,Phone,Electronics,South,1,30000,27000.0,0.1,6907.1
989,2025-02-02,CUST0412,Customer 0412,Keyboard,Electronics,West,4,2500,9300.0,0.07,2454.24
990,2025-06-16,CUST0062,Customer 0062,Rice,Grocery,South,5,1000,4450.0,0.11,670.84
991,2025-01-24,CUST0304,Customer 0304,Headphones,Electronics,West,3,3000,8910.0,0.01,1249.69
992,2025-03-28,CUST0357,Customer 0357,Desk,Furniture,North,5,12000,58200.0,0.03,7775.63
993,2025-03-10,CUST0052,Customer 0052,Rice,Grocery,West,5,1000,4600.0,0.08,527.65
994,2025-02-11,CUST0004,Customer 0004,Laptop,Electronics,East,2,65000,105300.0,0.19,24796.37
995,2025-08-02,CUST0356,Customer 0356,T-Shirt,Fashion,West,2,1200,2304.0,0.04,508.63
996,2025-07-30,CUST0123,Customer 0123,Headphones,Electronics,West,5,3000,12900.0,0.14,2724.22
997,2025-11-10,CUST0487,Customer 0487,Phone,Electronics,South,3,30000,83700.0,0.07,6780.15
998,2025-04-09,CUST0061,Customer 0061,Jeans,Fashion,South,1,2500,2200.0,0.12,593.56
999,2025-08-26,CUST0395,Customer 0395,Rice,Grocery,South,2,1000,1880.0,0.06,230.52
1000,2025-12-17,CUST0433,Customer 0433,T-Shirt,Fashion,North,4,1200,4608.0,0.04,1048.0
1001,2025-01-28,CUST0331,Customer 0331,Desk,Furniture,West,3,12000,34560.0,0.04,4676.11
1002,2025-01-23,CUST0054,Customer 0054,Oil,Grocery,North,1,1500,1230.0,0.18,146.0
1003,2025-09-06,CUST0264,Customer 0264,Phone,Electronics,East,1,30000,24600.0,0.18,5872.23
1004,2025-08-03,CUST0102,Customer 0102,Oil,Grocery,South,3,1500,4275.0,0.05,445.58
1005,2025-02-20,CUST0122,Customer 0122,Oil,Grocery,South,4,1500,4980.0,0.17,809.83
1006,2025-02-07,CUST0242,Customer 0242,Coffee,Grocery,South,4,500,1980.0,0.01,348.26
1007,2025-11-09,CUST0233,Customer 0233,Headphones,Electronics,South,4,3000,11160.0,0.07,2016.64
1008,2025-11-20,CUST0184,Customer 0184,Chair,Furniture,North,2,7000,13020.0,0.07,1133.53
1009,2025-05-24,CUST0070,Customer 0070,Phone,Electronics,East,4,30000,109200.0,0.09,12848.94
1010,2025-04-23,CUST0454,Customer 0454,Chair,Furniture,South,5,7000,33950.0,0.03,8650.61
1011,2025-10-23,CUST0497,Customer 0497,Jeans,Fashion,West,2,2500,4900.0,0.02,1315.82
1012,2025-04-21,CUST0303,Customer 0303,T-Shirt,Fashion,South,4,1200,4512.0,0.06,1085.6
1013,2025-05-07,CUST0168,Customer 0168,Shoes,Fashion,South,5,4000,19200.0,0.04,5453.67
1014,2025-10-21,CUST0460,Customer 0460,Laptop,Electronics,West,4,65000,208000.0,0.2,18473.09
1015,2025-09-16,CUST0018,Customer 0018,Shoes,Fashion,North,5,4000,18400.0,0.08,4749.73
1016,2025-08-20,CUST0254,Customer 0254,Keyboard,Electronics,West,1,2500,2225.0,0.11,184.08
1017,2025-04-22,CUST0068,Customer 0068,Desk,Furniture,North,3,12000,34200.0,0.05,10252.11
1018,2025-09-03,CUST0343,Customer 0343,Chair,Furniture,North,2,7000,12040.0,0.14,3235.66
1019,2025-08-21,CUST0238,Customer 0238,Headphones,Electronics,West,4,3000,11520.0,0.04,3130.46
1020,2025-12-27,CUST0325,Customer 0325,Laptop,Electronics,North,1,65000,59800.0,0.08,13871.52
1021,2025-06-01,CUST0219,Customer 0219,Chair,Furniture,North,5,7000,31150.0,0.11,7936.56
1022,2025-11-14,CUST0451,Customer 0451,Desk,Furniture,East,1,12000,10800.0,0.1,3026.17
1023,2025-01-27,CUST0057,Customer 0057,Shoes,Fashion,East,3,4000,10920.0,0.09,971.8
1024,2025-03-31,CUST0332,Customer 0332,Jeans,Fashion,South,1,2500,2225.0,0.11,556.67
1025,2025-06-21,CUST0123,Customer 0123,Jeans,Fashion,South,1,2500,2175.0,0.13,526.84
1026,2025-04-26,CUST0165,Customer 0165,Desk,Furniture,North,3,12000,32400.0,0.1,5606.64
1027,2025-02-02,CUST0191,Customer 0191,Desk,Furniture,North,4,12000,43200.0,0.1,8461.59
1028,2025-08-29,CUST0364,Customer 0364,Jeans,Fashion,East,5,2500,10250.0,0.18,1839.21
1029,2025-12-11,CUST0485,Customer 0485,Oil,Grocery,North,1,1500,1440.0,0.04,395.24
1030,2025-02-11,CUST0201,Customer 0201,Headphones,Electronics,South,3,3000,7290.0,0.19,706.61
1031,2025-05-22,CUST0058,Customer 0058,Oil,Grocery,North,2,1500,2700.0,0.1,735.75
1032,2025-05-31,CUST0214,Customer 0214,Rice,Grocery,West,5,1000,4050.0,0.19,746.25
1033,2025-08-16,CUST0378,Customer 0378,Rice,Grocery,South,1,1000,940.0,0.06,88.22
1034,2025-09-24,CUST0331,Customer 0331,Desk,Furniture,East,4,12000,42240.0,0.12,9473.05
1035,2025-09-06,CUST0304,Customer 0304,Rice,Grocery,East,5,1000,4150.0,0.17,738.52
1036,2025-10-18,CUST0068,Customer 0068,Chair,Furniture,East,2,7000,11760.0,0.16,1527.53
1037,2025-05-28,CUST0395,Customer 0395,Laptop,Electronics,South,2,65000,120900.0,0.07,21798.73
1038,2025-11-13,CUST0474,Customer 0474,Headphones,Electronics,South,5,3000,14100.0,0.06,4146.89
1039,2025-03-24,CUST0122,Customer 0122,Phone,Electronics,West,1,30000,24000.0,0.2,4953.49
1040,2025-05-14,CUST0190,Customer 0190,Headphones,Electronics,East,2,3000,5340.0,0.11,467.95
1041,2025-06-26,CUST0076,Customer 0076,Desk,Furniture,East,4,12000,42720.0,0.11,4945.76
1042,2025-03-04,CUST0472,Customer 0472,Laptop,Electronics,West,4,65000,210600.0,0.19,52454.98
1043,2025-06-13,CUST0080,Customer 0080,Laptop,Electronics,East,5,65000,260000.0,0.2,39749.25
1044,2025-08-31,CUST0459,Customer 0459,Chair,Furniture,West,5,7000,30450.0,0.13,7792.36
1045,2025-06-23,CUST0353,Customer 0353,Phone,Electronics,North,4,30000,98400.0,0.18,10890.24
1046,2025-06-07,CUST0013,Customer 0013,Shoes,Fashion,North,5,4000,16600.0,0.17,2956.69
1047,2025-06-17,CUST0029,Customer 0029,Coffee,Grocery,East,2,500,880.0,0.12,113.41
1048,2025-04-11,CUST0012,Customer 0012,Phone,Electronics,North,5,30000,124500.0,0.17,28504.77
1049,2025-09-20,CUST0202,Customer 0202,Keyboard,Electronics,North,4,2500,9400.0,0.06,2003.3
1050,2025-12-08,CUST0185,Customer 0185,Shoes,Fashion,West,2,4000,6880.0,0.14,1197.68
1051,2025-07-10,CUST0007,Customer 0007,Chair,Furniture,North,3,7000,19530.0,0.07,5762.43
1052,2025-04-21,CUST0373,Customer 0373,T-Shirt,Fashion,West,4,1200,4032.0,0.16,578.59
1053,2025-08-01,CUST0072,Customer 0072,Coffee,Grocery,West,5,500,2450.0,0.02,308.0
1054,2025-09-26,CUST0172,Customer 0172,Phone,Electronics,West,5,30000,127500.0,0.15,12680.97
1055,2025-11-24,CUST0469,Customer 0469,Chair,Furniture,South,4,7000,27160.0,0.03,4934.06
1056,2025-04-13,CUST0096,Customer 0096,Shoes,Fashion,East,3,4000,10680.0,0.11,953.63
1057,2025-10-27,CUST0156,Customer 0156,T-Shirt,Fashion,North,5,1200,5100.0,0.15,659.91
1058,2025-03-20,CUST0135,Customer 0135,Chair,Furniture,East,4,7000,27440.0,0.02,6215.19
1059,2025-08-02,CUST0092,Customer 0092,T-Shirt,Fashion,West,2,1200,2376.0,0.01,589.81
1060,2025-02-04,CUST0307,Customer 0307,Oil,Grocery,East,3,1500,3960.0,0.12,809.53
1061,2025-11-18,CUST0352,Customer 0352,T-Shirt,Fashion,North,1,1200,1116.0,0.07,269.24
1062,2025-05-13,CUST0084,Customer 0084,Coffee,Grocery,South,1,500,485.0,0.03,87.99
1063,2025-07-02,CUST0084,Customer 0084,Laptop,Electronics,East,3,65000,181350.0,0.07,39892.35
1064,2025-01-25,CUST0149,Customer 0149,Chair,Furniture,South,5,7000,30450.0,0.13,2950.66
1065,2025-11-18,CUST0094,Customer 0094,Phone,Electronics,East,5,30000,127500.0,0.15,25451.13
1066,2025-12-17,CUST0410,Customer 0410,Chair,Furniture,North,3,7000,18060.0,0.14,4179.74
1067,2025-10-01,CUST0297,Customer 0297,Desk,Furniture,East,2,12000,24000.0,0.0,4655.94
1068,2025-09-06,CUST0211,Customer 0211,Desk,Furniture,South,2,12000,23520.0,0.02,2681.33
1069,2025-04-07,CUST0408,Customer 0408,Jeans,Fashion,North,5,2500,10750.0,0.14,3112.65
1070,2025-08-02,CUST0236,Customer 0236,Phone,Electronics,West,1,30000,25200.0,0.16,7135.38
1071,2025-06-28,CUST0160,Customer 0160,Oil,Grocery,East,3,1500,4365.0,0.03,773.59
1072,2025-03-30,CUST0364,Customer 0364,Chair,Furniture,South,1,7000,5950.0,0.15,631.24
1073,2025-12-22,CUST0073,Customer 0073,Oil,Grocery,North,2,1500,2820.0,0.06,355.79
1074,2025-08-06,CUST0354,Customer 0354,Phone,Electronics,West,1,30000,30000.0,0.0,5596.08
1075,2025-01-22,CUST0101,Customer 0101,Phone,Electronics,North,1,30000,25200.0,0.16,4862.73
1076,2025-08-29,CUST0061,Customer 0061,Chair,Furniture,North,1,7000,6930.0,0.01,1572.2
1077,2025-03-05,CUST0472,Customer 0472,Coffee,Grocery,East,2,500,880.0,0.12,109.12
1078,2025-01-15,CUST0047,Customer 0047,Headphones,Electronics,South,3,3000,7290.0,0.19,1141.06
1079,2025-09-14,CUST0400,Customer 0400,Oil,Grocery,North,5,1500,7125.0,0.05,1463.84
1080,2025-10-24,CUST0391,Customer 0391,Laptop,Electronics,East,5,65000,312000.0,0.04,38107.82
1081,2025-03-29,CUST0462,Customer 0462,Jeans,Fashion,South,1,2500,2025.0,0.19,205.96
1082,2025-09-16,CUST0436,Customer 0436,Oil,Grocery,West,4,1500,5580.0,0.07,1169.92
1083,2025-12-11,CUST0491,Customer 0491,Phone,Electronics,West,2,30000,49800.0,0.17,14735.14
1084,2025-04-20,CUST0264,Customer 0264,Keyboard,Electronics,North,4,2500,9800.0,0.02,2906.83
1085,2025-08-27,CUST0057,Customer 0057,Jeans,Fashion,East,2,2500,4500.0,0.1,717.64
1086,2025-10-13,CUST0370,Customer 0370,Laptop,Electronics,East,1,65000,60450.0,0.07,6374.99
1087,2025-08-22,CUST0308,Customer 0308,Oil,Grocery,South,3,1500,3870.0,0.14,1025.7
1088,2025-10-11,CUST0209,Customer 0209,Chair,Furniture,West,4,7000,26880.0,0.04,2562.04
1089,2025-12-14,CUST0189,Customer 0189,Headphones,Electronics,North,1,3000,2400.0,0.2,451.59
1090,2025-07-22,CUST0225,Customer 0225,Jeans,Fashion,North,1,2500,2450.0,0.02,408.8
1091,2025-03-28,CUST0034,Customer 0034,Desk,Furniture,West,2,12000,22320.0,0.07,4707.1
1092,2025-03-04,CUST0120,Customer 0120,Shoes,Fashion,East,4,4000,15040.0,0.06,3564.01
1093,2025-11-26,CUST0483,Customer 0483,Shoes,Fashion,West,3,4000,10800.0,0.1,2297.12
1094,2025-09-06,CUST0262,Customer 0262,Chair,Furniture,East,2,7000,11900.0,0.15,1234.84
1095,2025-09-08,CUST0255,Customer 0255,Keyboard,Electronics,North,2,2500,4950.0,0.01,1199.46
1096,2025-09-13,CUST0348,Customer 0348,Laptop,Electronics,South,2,65000,119600.0,0.08,27439.23
1097,2025-06-05,CUST0319,Customer 0319,Coffee,Grocery,West,1,500,425.0,0.15,95.81
1098,2025-08-27,CUST0104,Customer 0104,Chair,Furniture,East,4,7000,25200.0,0.1,3466.67
1099,2025-10-04,CUST0280,Customer 0280,Laptop,Electronics,North,1,65000,52000.0,0.2,14228.64
1100,2025-07-16,CUST0231,Customer 0231,Desk,Furniture,South,4,12000,43680.0,0.09,3840.16
1101,2025-10-13,CUST0338,Customer 0338,Chair,Furniture,West,2,7000,12600.0,0.1,1380.8
1102,2025-09-07,CUST0392,Customer 0392,Phone,Electronics,West,5,30000,129000.0,0.14,29053.03
1103,2025-09-01,CUST0288,Customer 0288,Headphones,Electronics,West,5,3000,14850.0,0.01,2048.5
1104,2025-11-12,CUST0347,Customer 0347,Desk,Furniture,North,3,12000,33840.0,0.06,2916.75
1105,2025-03-07,CUST0429,Customer 0429,Desk,Furniture,East,3,12000,30240.0,0.16,6304.22
1106,2025-07-14,CUST0050,Customer 0050,Shoes,Fashion,North,3,4000,9600.0,0.2,1638.0
1107,2025-12-05,CUST0126,Customer 0126,Keyboard,Electronics,North,2,2500,4350.0,0.13,915.05
1108,2025-06-06,CUST0059,Customer 0059,Desk,Furniture,West,2,12000,24000.0,0.0,3641.9
1109,2025-12-03,CUST0443,Customer 0443,Shoes,Fashion,North,5,4000,18000.0,0.1,3107.84
1110,2025-12-23,CUST0241,Customer 0241,Coffee,Grocery,West,1,500,400.0,0.2,65.24
1111,2025-06-15,CUST0294,Customer 0294,Phone,Electronics,East,4,30000,117600.0,0.02,26874.48
1112,2025-09-12,CUST0258,Customer 0258,Rice,Grocery,West,3,1000,2910.0,0.03,424.55
1113,2025-04-14,CUST0255,Customer 0255,Rice,Grocery,East,1,1000,830.0,0.17,164.24
1114,2025-05-16,CUST0025,Customer 0025,Chair,Furniture,North,5,7000,32200.0,0.08,4176.18
1115,2025-10-24,CUST0049,Customer 0049,Coffee,Grocery,West,3,500,1425.0,0.05,291.58
1116,2025-08-07,CUST0108,Customer 0108,Desk,Furniture,East,1,12000,10440.0,0.13,1528.48
1117,2025-08-10,CUST0340,Customer 0340,Jeans,Fashion,West,3,2500,7200.0,0.04,1213.24
1118,2025-12-10,CUST0391,Customer 0391,Jeans,Fashion,South,2,2500,4100.0,0.18,894.32
1119,2025-10-23,CUST0256,Customer 0256,Keyboard,Electronics,West,4,2500,9500.0,0.05,2093.27
1120,2025-10-17,CUST0373,Customer 0373,Rice,Grocery,South,1,1000,900.0,0.1,144.13
1121,2025-05-04,CUST0078,Customer 0078,Oil,Grocery,North,3,1500,3735.0,0.17,635.91
1122,2025-11-21,CUST0105,Customer 0105,Shoes,Fashion,East,3,4000,10080.0,0.16,2239.06
1123,2025-12-18,CUST0308,Customer 0308,Keyboard,Electronics,North,4,2500,9500.0,0.05,1073.42
1124,2025-05-06,CUST0409,Customer 0409,Chair,Furniture,West,4,7000,25200.0,0.1,7511.73
1125,2025-11-28,CUST0464,Customer 0464,Laptop,Electronics,East,2,65000,126100.0,0.03,13872.86
1126,2025-05-23,CUST0338,Customer 0338,Jeans,Fashion,West,2,2500,4350.0,0.13,388.42
1127,2025-01-11,CUST0029,Customer 0029,Phone,Electronics,West,3,30000,79200.0,0.12,21445.6
1128,2025-07-06,CUST0344,Customer 0344,Rice,Grocery,South,1,1000,920.0,0.08,243.58
1129,2025-05-01,CUST0058,Customer 0058,Coffee,Grocery,East,5,500,2025.0,0.19,394.53
1130,2025-09-12,CUST0453,Customer 0453,Phone,Electronics,East,2,30000,52800.0,0.12,13205.39
1131,2025-06-18,CUST0427,Customer 0427,Coffee,Grocery,West,4,500,1680.0,0.16,409.37
1132,2025-04-22,CUST0074,Customer 0074,Phone,Electronics,West,2,30000,57600.0,0.04,8087.06
1133,2025-05-11,CUST0442,Customer 0442,Coffee,Grocery,North,1,500,450.0,0.1,73.1
1134,2025-06-12,CUST0280,Customer 0280,Shoes,Fashion,South,4,4000,13760.0,0.14,4016.95
1135,2025-07-05,CUST0244,Customer 0244,Oil,Grocery,North,3,1500,3780.0,0.16,319.93
1136,2025-12-06,CUST0410,Customer 0410,Laptop,Electronics,East,2,65000,123500.0,0.05,20332.03
1137,2025-12-17,CUST0063,Customer 0063,Jeans,Fashion,West,2,2500,4150.0,0.17,686.67
1138,2025-05-11,CUST0155,Customer 0155,Phone,Electronics,South,2,30000,56400.0,0.06,15175.64
1139,2025-08-13,CUST0324,Customer 0324,Desk,Furniture,North,4,12000,40320.0,0.16,5656.41
1140,2025-09-09,CUST0242,Customer 0242,Oil,Grocery,West,4,1500,4860.0,0.19,744.55
1141,2025-02-21,CUST0423,Customer 0423,Headphones,Electronics,East,3,3000,8100.0,0.1,1275.01
1142,2025-08-21,CUST0356,Customer 0356,Laptop,Electronics,West,1,65000,56550.0,0.13,6809.9
1143,2025-11-25,CUST0070,Customer 0070,Laptop,Electronics,North,4,65000,249600.0,0.04,36746.23
1144,2025-02-26,CUST0081,Customer 0081,Keyboard,Electronics,South,5,2500,10750.0,0.14,2675.39
1145,2025-11-01,CUST0352,Customer 0352,Shoes,Fashion,South,3,4000,10920.0,0.09,2972.11
1146,2025-05-14,CUST0089,Customer 0089,Rice,Grocery,South,5,1000,4150.0,0.17,1061.97
1147,2025-02-13,CUST0213,Customer 0213,Desk,Furniture,South,2,12000,22080.0,0.08,3599.27
1148,2025-01-11,CUST0486,Customer 0486,Laptop,Electronics,North,5,65000,282750.0,0.13,61599.35
1149,2025-08-25,CUST0102,Customer 0102,Chair,Furniture,East,2,7000,13860.0,0.01,2993.22
1150,2025-03-18,CUST0046,Customer 0046,Desk,Furniture,West,2,12000,19440.0,0.19,2057.08
1151,2025-08-21,CUST0424,Customer 0424,Rice,Grocery,South,4,1000,3920.0,0.02,928.98
1152,2025-05-17,CUST0148,Customer 0148,Oil,Grocery,South,4,1500,5520.0,0.08,965.38
1153,2025-11-04,CUST0111,Customer 0111,Chair,Furniture,South,2,7000,12880.0,0.08,2187.99
1154,2025-01-15,CUST0149,Customer 0149,Chair,Furniture,East,2,7000,12320.0,0.12,3444.82
1155,2025-10-26,CUST0351,Customer 0351,Rice,Grocery,East,4,1000,3920.0,0.02,717.96
1156,2025-12-21,CUST0204,Customer 0204,Rice,Grocery,East,2,1000,1720.0,0.14,405.68
1157,2025-02-07,CUST0049,Customer 0049,Jeans,Fashion,West,1,2500,2475.0,0.01,704.96
1158,2025-07-01,CUST0311,Customer 0311,Rice,Grocery,North,5,1000,4300.0,0.14,1110.12
1159,2025-05-10,CUST0259,Customer 0259,Coffee,Grocery,East,4,500,1880.0,0.06,313.65
1160,2025-03-09,CUST0496,Customer 0496,Jeans,Fashion,West,1,2500,2200.0,0.12,301.98
1161,2025-06-23,CUST0450,Customer 0450,T-Shirt,Fashion,West,2,1200,2352.0,0.02,555.67
1162,2025-03-14,CUST0134,Customer 0134,Phone,Electronics,East,3,30000,89100.0,0.01,9634.54
1163,2025-07-04,CUST0475,Customer 0475,Shoes,Fashion,East,3,4000,9840.0,0.18,1357.01
1164,2025-09-22,CUST0161,Customer 0161,Shoes,Fashion,South,2,4000,7520.0,0.06,2247.01
1165,2025-10-12,CUST0437,Customer 0437,Rice,Grocery,South,4,1000,3960.0,0.01,446.28
1166,2025-04-04,CUST0019,Customer 0019,T-Shirt,Fashion,North,3,1200,3492.0,0.03,638.23
1167,2025-09-11,CUST0021,Customer 0021,T-Shirt,Fashion,West,3,1200,2880.0,0.2,585.76
1168,2025-09-10,CUST0058,Customer 0058,Oil,Grocery,East,2,1500,2940.0,0.02,295.73
1169,2025-04-03,CUST0428,Customer 0428,Headphones,Electronics,South,5,3000,12600.0,0.16,2569.32
1170,2025-10-26,CUST0498,Customer 0498,Laptop,Electronics,North,5,65000,276250.0,0.15,33074.07
1171,2025-05-07,CUST0394,Customer 0394,T-Shirt,Fashion,North,1,1200,984.0,0.18,84.34
1172,2025-07-21,CUST0192,Customer 0192,Coffee,Grocery,North,1,500,415.0,0.17,47.24
1173,2025-08-24,CUST0426,Customer 0426,Oil,Grocery,North,4,1500,5460.0,0.09,1584.19
1174,2025-06-18,CUST0497,Customer 0497,Laptop,Electronics,South,5,65000,263250.0,0.19,39877.48
1175,2025-04-19,CUST0442,Customer 0442,Laptop,Electronics,North,3,65000,183300.0,0.06,16903.51
1176,2025-10-08,CUST0488,Customer 0488,Coffee,Grocery,South,4,500,1960.0,0.02,266.83
1177,2025-07-24,CUST0046,Customer 0046,Laptop,Electronics,East,2,65000,126100.0,0.03,31712.68
1178,2025-11-28,CUST0386,Customer 0386,Rice,Grocery,West,2,1000,1960.0,0.02,368.45
1179,2025-06-08,CUST0463,Customer 0463,Rice,Grocery,East,5,1000,4850.0,0.03,1098.11
1180,2025-09-20,CUST0103,Customer 0103,T-Shirt,Fashion,West,4,1200,3936.0,0.18,727.44
1181,2025-02-16,CUST0388,Customer 0388,Shoes,Fashion,West,3,4000,10560.0,0.12,1853.31
1182,2025-02-17,CUST0021,Customer 0021,Jeans,Fashion,South,3,2500,6075.0,0.19,1390.06
1183,2025-09-11,CUST0270,Customer 0270,Rice,Grocery,North,5,1000,4900.0,0.02,896.74
1184,2025-09-02,CUST0154,Customer 0154,Headphones,Electronics,South,2,3000,5160.0,0.14,753.82
1185,2025-09-25,CUST0219,Customer 0219,Chair,Furniture,North,5,7000,34650.0,0.01,3355.41
1186,2025-09-20,CUST0056,Customer 0056,Jeans,Fashion,East,4,2500,9200.0,0.08,1676.46
1187,2025-07-01,CUST0131,Customer 0131,Coffee,Grocery,West,1,500,425.0,0.15,35.52
1188,2025-04-02,CUST0403,Customer 0403,Headphones,Electronics,East,4,3000,11880.0,0.01,2038.32
1189,2025-06-10,CUST0301,Customer 0301,Oil,Grocery,East,4,1500,5100.0,0.15,912.84
1190,2025-06-24,CUST0495,Customer 0495,Headphones,Electronics,East,2,3000,5760.0,0.04,1407.44
1191,2025-12-11,CUST0055,Customer 0055,Shoes,Fashion,North,5,4000,20000.0,0.0,3337.71
1192,2025-03-29,CUST0336,Customer 0336,T-Shirt,Fashion,West,4,1200,4128.0,0.14,1119.23
1193,2025-06-05,CUST0317,Customer 0317,Coffee,Grocery,West,3,500,1290.0,0.14,376.54
1194,2025-06-04,CUST0045,Customer 0045,Headphones,Electronics,North,2,3000,6000.0,0.0,627.72
1195,2025-12-23,CUST0497,Customer 0497,Keyboard,Electronics,South,1,2500,2400.0,0.04,534.47
1196,2025-08-12,CUST0432,Customer 0432,Rice,Grocery,West,5,1000,4800.0,0.04,701.77
1197,2025-03-17,CUST0243,Customer 0243,Shoes,Fashion,West,1,4000,3920.0,0.02,1091.84
1198,2025-09-06,CUST0242,Customer 0242,Laptop,Electronics,West,4,65000,228800.0,0.12,28438.57
1199,2025-01-27,CUST0171,Customer 0171,Laptop,Electronics,West,1,65000,56550.0,0.13,13395.59
1200,2025-09-11,CUST0378,Customer 0378,Coffee,Grocery,North,5,500,2125.0,0.15,637.04
1201,2025-09-07,CUST0205,Customer 0205,T-Shirt,Fashion,West,5,1200,5280.0,0.12,1132.71
1202,2025-04-29,CUST0366,Customer 0366,Laptop,Electronics,North,5,65000,325000.0,0.0,67212.84
